Date,Hr_End,DA_Demand,RT_Demand,Dry_Bulb,Dew_Point,Dry_BulbSQ,Dew_PointSQ
2/27/20,17,1300,1396.41,33,18,1089,324
2/27/20,18,1457.1,1486.35,33,16,1089,256
2/27/20,19,1452.3,1535.48,31,16,961,256
2/27/20,20,1390,1498.51,30,14,900,196
2/27/20,21,1347.3,1440.11,29,14,841,196
2/27/20,22,1239.9,1347.52,29,13,841,169
2/27/20,23,1134.4,1240.62,29,10,841,100
2/27/20,24,1021.8,1158.66,28,11,784,121
2/28/20,1,988,1104.76,27,9,729,81
2/28/20,2,961.1,1077.45,26,8,676,64
2/28/20,3,946.7,1067.95,26,6,676,36
2/28/20,4,951.6,1076.65,25,7,625,49
2/28/20,5,996.1,1121.73,25,7,625,49
2/28/20,6,1082.5,1214.79,25,6,625,36
2/28/20,7,1214.1,1338.86,25,6,625,36
2/28/20,8,1309,1407.98,25,7,625,49
2/28/20,9,1318.2,1434.24,26,7,676,49
2/28/20,10,1300.1,1433.65,27,6,729,36
2/28/20,11,1305.8,1427.97,29,7,841,49
2/28/20,12,1293.7,1412.53,30,7,900,49
2/28/20,13,1284.6,1384.94,32,9,1024,81
2/28/20,14,1246.2,1371.27,32,9,1024,81
2/28/20,15,1250.3,1367.55,31,9,961,81
2/28/20,16,1249.8,1377.89,32,8,1024,64
2/28/20,17,1294.5,1412.85,31,7,961,49
2/28/20,18,1404.2,1478.27,31,7,961,49
2/28/20,19,1434.9,1513.31,30,6,900,36
2/28/20,20,1366.8,1472.52,29,7,841,49
2/28/20,21,1338.4,1418.51,27,9,729,81
2/28/20,22,1240.3,1341.61,26,9,676,81
2/28/20,23,1155.2,1248.8,25,10,625,100
2/28/20,24,1066.4,1164.22,25,10,625,100
2/29/20,1,1057.8,1106,24,11,576,121
2/29/20,2,1034.8,1073.7,24,12,576,144
2/29/20,3,1003.2,1060.06,23,11,529,121
2/29/20,4,1027.2,1059.36,22,11,484,121
2/29/20,5,1047.3,1079.26,22,12,484,144
2/29/20,6,1066.1,1120.38,22,12,484,144
2/29/20,7,1142.8,1189.39,20,13,400,169
2/29/20,8,1235.1,1257.91,20,14,400,196
2/29/20,9,1291.4,1301.99,24,13,576,169
2/29/20,10,1309,1325.89,28,12,784,144
2/29/20,11,1322,1344.56,29,9,841,81
2/29/20,12,1305.2,1350.72,29,7,841,49
2/29/20,13,1282.6,1327.39,31,9,961,81
2/29/20,14,1244.5,1305.11,31,7,961,49
2/29/20,15,1249,1288.68,29,7,841,49
2/29/20,16,1265.3,1303.72,29,6,841,36
2/29/20,17,1328.4,1348.16,26,9,676,81
2/29/20,18,1444,1436.07,26,9,676,81
2/29/20,19,1448.9,1477.94,24,9,576,81
2/29/20,20,1393.6,1443.48,23,7,529,49
2/29/20,21,1342.7,1392.69,22,8,484,64
2/29/20,22,1253.8,1321.91,21,11,441,121
2/29/20,23,1165.1,1242.09,20,9,400,81
2/29/20,24,1065.4,1170.79,19,7,361,49
3/1/20,1,990.9,1119.82,19,7,361,49
3/1/20,2,987.4,1092.58,18,7,324,49
3/1/20,3,958,1078.45,17,7,289,49
3/1/20,4,958.4,1077.58,17,7,289,49
3/1/20,5,1002.4,1095.11,16,6,256,36
3/1/20,6,1025.5,1099.21,16,6,256,36
3/1/20,7,1087.3,1033.9,16,5,256,25
3/1/20,8,1156.6,1131.14,16,6,256,36
3/1/20,9,1210.5,1224.51,19,6,361,36
3/1/20,10,1201.9,1285.43,22,7,484,49
3/1/20,11,1236.9,1302.52,24,6,576,36
3/1/20,12,1245.1,1330.98,26,7,676,49
3/1/20,13,1226.1,1315.03,27,7,729,49
3/1/20,14,1189.2,1290.59,28,7,784,49
3/1/20,15,1193.2,1277.17,29,7,841,49
3/1/20,16,1199.6,1272.19,29,6,841,36
3/1/20,17,1236.9,1222.72,29,7,841,49
3/1/20,18,1362.1,1389.02,28,7,784,49
3/1/20,19,1398.7,1532.66,26,7,676,49
3/1/20,20,1363,1471.8,24,7,576,49
3/1/20,21,1326.8,1395.06,23,7,529,49
3/1/20,22,1228.6,1595.24,22,8,484,64
3/1/20,23,1113,1609.36,17,10,289,100
3/1/20,24,1041.9,1192.91,16,10,256,100
3/2/20,1,1016,1105.7,14,8,196,64
3/2/20,2,1019.4,1084.31,15,9,225,81
3/2/20,3,1003.6,1074.78,18,11,324,121
3/2/20,4,1018.8,1083.55,18,12,324,144
3/2/20,5,1056.5,1110.99,20,12,400,144
3/2/20,6,1159.9,1087.17,20,13,400,169
3/2/20,7,1175.3,1326.99,22,13,484,169
3/2/20,8,1283.6,1402.04,21,13,441,169
3/2/20,9,1298.9,1432.11,25,14,625,196
3/2/20,10,1265,1424.13,27,16,729,256
3/2/20,11,1241.9,1270.61,32,17,1024,289
3/2/20,12,1220.5,1308.37,34,17,1156,289
3/2/20,13,1192,1381.87,39,25,1521,625
3/2/20,14,1158.2,1360.13,43,21,1849,441
3/2/20,15,1156.3,1372.84,46,27,2116,729
3/2/20,16,1133.6,1303.34,49,27,2401,729
3/2/20,17,1141.6,1356.77,51,27,2601,729
3/2/20,18,1265.5,1460.68,50,29,2500,841
3/2/20,19,1316.1,1517.78,48,29,2304,841
3/2/20,20,1295.6,1467.49,45,29,2025,841
3/2/20,21,1236.3,1407.26,37,28,1369,784
3/2/20,22,1083.6,1609.43,37,27,1369,729
3/2/20,23,977.5,1472.78,37,28,1369,784
3/2/20,24,885,1106.12,36,29,1296,841
3/3/20,1,762.6,1008.11,42,33,1764,1089
3/3/20,2,751.7,979.09,43,34,1849,1156
3/3/20,3,749.2,965.19,41,34,1681,1156
3/3/20,4,729,972.32,36,29,1296,841
3/3/20,5,782.6,1017.01,35,30,1225,900
3/3/20,6,886,1126.57,34,30,1156,900
3/3/20,7,1044.2,1293.65,33,29,1089,841
3/3/20,8,1115.1,1346.22,31,28,961,784
3/3/20,9,1145.8,1327.48,38,32,1444,1024
3/3/20,10,1100,1294.19,45,34,2025,1156
3/3/20,11,1085.4,1285.42,52,37,2704,1369
3/3/20,12,1085.9,1270.17,56,38,3136,1444
3/3/20,13,1090.4,1244.63,57,37,3249,1369
3/3/20,14,1086,1247.06,59,37,3481,1369
3/3/20,15,1080.5,1241.79,60,37,3600,1369
3/3/20,16,1085,1255.11,62,38,3844,1444
3/3/20,17,1121.9,1292.98,61,38,3721,1444
3/3/20,18,1200.7,1389.33,59,38,3481,1444
3/3/20,19,1229.4,1433.71,56,40,3136,1600
3/3/20,20,1196.9,1389.72,54,40,2916,1600
3/3/20,21,1157.1,1320.46,49,45,2401,2025
3/3/20,22,1039.2,1212.91,47,45,2209,2025
3/3/20,23,904.7,1097.89,46,44,2116,1936
3/3/20,24,789.8,1006.88,46,44,2116,1936
3/4/20,1,743.2,950.94,45,43,2025,1849
3/4/20,2,731.9,923.19,45,43,2025,1849
3/4/20,3,721.3,914.23,47,43,2209,1849
3/4/20,4,681.4,922.37,45,37,2025,1369
3/4/20,5,745.2,969.19,43,32,1849,1024
3/4/20,6,874.7,1087.56,43,30,1849,900
3/4/20,7,1057.3,1251.48,41,26,1681,676
3/4/20,8,1123.3,1318.38,41,25,1681,625
3/4/20,9,1107.8,1316.31,43,25,1849,625
3/4/20,10,1073.5,1311.49,44,23,1936,529
3/4/20,11,1087.8,1323.84,45,23,2025,529
3/4/20,12,1081.1,1322.49,46,23,2116,529
3/4/20,13,1094.7,1307.41,47,26,2209,676
3/4/20,14,1070.9,1298.79,46,29,2116,841
3/4/20,15,1081.1,1293.54,45,29,2025,841
3/4/20,16,1090.5,1305.72,43,29,1849,841
3/4/20,17,1109.2,1348.87,45,24,2025,576
3/4/20,18,1217.6,1432.86,42,26,1764,676
3/4/20,19,1258.5,1489.38,41,21,1681,441
3/4/20,20,1231,1452.24,42,21,1764,441
3/4/20,21,1202.2,1378.73,41,22,1681,484
3/4/20,22,1072.4,1273.82,41,23,1681,529
3/4/20,23,948.6,1156.55,40,22,1600,484
3/4/20,24,843,1066.6,40,22,1600,484
3/5/20,1,746,1012.93,39,23,1521,529
3/5/20,2,725.2,986.63,37,24,1369,576
3/5/20,3,723.7,978.46,36,23,1296,529
3/5/20,4,725.3,985.32,36,24,1296,576
3/5/20,5,763.1,1035.31,36,24,1296,576
3/5/20,6,871,1148.56,35,24,1225,576
3/5/20,7,1010.8,1306.51,35,23,1225,529
3/5/20,8,1123.7,1360.22,35,23,1225,529
3/5/20,9,1134.9,1345.82,38,23,1444,529
3/5/20,10,1099.7,1327.09,40,22,1600,484
3/5/20,11,1058.1,1312.69,42,21,1764,441
3/5/20,12,1055.2,1292.28,45,19,2025,361
3/5/20,13,1059.1,1269.6,46,19,2116,361
3/5/20,14,1038.9,1262.88,49,19,2401,361
3/5/20,15,1035.7,1249.04,48,18,2304,324
3/5/20,16,1036,1256.06,49,17,2401,289
3/5/20,17,1039.7,1297.77,48,17,2304,289
3/5/20,18,1185.5,1385.13,47,16,2209,256
3/5/20,19,1246.4,1459,43,17,1849,289
3/5/20,20,1262.2,1435.21,34,18,1156,324
3/5/20,21,1226.4,1378.08,31,18,961,324
3/5/20,22,1098.1,1282.15,28,19,784,361
3/5/20,23,981.3,1170.32,27,18,729,324
3/5/20,24,889,1085.92,26,19,676,361
3/6/20,1,933.5,1033.95,26,19,676,361
3/6/20,2,908.9,1009.64,25,18,625,324
3/6/20,3,891.9,999.95,24,18,576,324
3/6/20,4,890.1,1009.66,22,18,484,324
3/6/20,5,926.2,1056.15,24,19,576,361
3/6/20,6,1026.1,1167.69,23,20,529,400
3/6/20,7,1198,1321.65,21,17,441,289
3/6/20,8,1278.1,1374.39,22,18,484,324
3/6/20,9,1287.4,1356.76,30,23,900,529
3/6/20,10,1259,1336.67,36,26,1296,676
3/6/20,11,1256.2,1322.23,42,29,1764,841
3/6/20,12,1244.5,1318.77,43,28,1849,784
3/6/20,13,1242.6,1315.28,46,25,2116,625
3/6/20,14,1223.9,1322.44,44,28,1936,784
3/6/20,15,1255.6,1331.03,44,29,1936,841
3/6/20,16,1253.1,1344.94,41,30,1681,900
3/6/20,17,1296.9,1380.2,40,29,1600,841
3/6/20,18,1344.6,1439.36,38,28,1444,784
3/6/20,19,1346.3,1457.52,36,27,1296,729
3/6/20,20,1321.5,1413.46,35,26,1225,676
3/6/20,21,1259.5,1353.04,35,25,1225,625
3/6/20,22,1160.1,1273.57,34,25,1156,625
3/6/20,23,1053.3,1178.19,34,23,1156,529
3/6/20,24,958.5,1091.97,34,20,1156,400
3/7/20,1,887.4,1031.95,34,16,1156,256
3/7/20,2,864.7,999.93,33,16,1089,256
3/7/20,3,843.7,989.32,32,16,1024,256
3/7/20,4,843.2,991.55,32,13,1024,169
3/7/20,5,916,1017.36,30,11,900,121
3/7/20,6,960,1070.34,29,3,841,9
3/7/20,7,1007.5,1149.51,29,-3,841,9
3/7/20,8,1099.3,1228.46,28,6,784,36
3/7/20,9,1154.3,1272.85,28,2,784,4
3/7/20,10,1126.1,1289.98,31,2,961,4
3/7/20,11,1144,1285.46,33,3,1089,9
3/7/20,12,1095.7,1264,35,3,1225,9
3/7/20,13,1086.1,1233.74,38,4,1444,16
3/7/20,14,1044.5,1207.28,39,4,1521,16
3/7/20,15,1054.7,1192.76,41,4,1681,16
3/7/20,16,1060.6,1203.43,41,3,1681,9
3/7/20,17,1089.5,1252.33,40,2,1600,4
3/7/20,18,1201.4,1338.26,39,2,1521,4
3/7/20,19,1264.3,1398.82,36,4,1296,16
3/7/20,20,1239.9,1365.9,34,4,1156,16
3/7/20,21,1216.3,1315.36,33,3,1089,9
3/7/20,22,1112.9,1241.77,31,3,961,9
3/7/20,23,1007.5,1160.77,30,-1,900,1
3/7/20,24,936.1,1086.61,29,-2,841,4
3/8/20,1,943.7,1036.16,29,-2,841,4
3/8/20,2,944.25,1023.09,24,3,576,9
3/8/20,3,944.8,1010.01,25,3,625,9
3/8/20,4,898.8,999.19,26,2,676,4
3/8/20,5,916.4,1007.08,23,9,529,81
3/8/20,6,954.4,1029.9,23,7,529,49
3/8/20,7,1008.2,1078.67,20,11,400,121
3/8/20,8,1086.3,1140.28,20,8,400,64
3/8/20,9,1092.9,1198.78,22,9,484,81
3/8/20,10,1105.6,1225.9,33,7,1089,49
3/8/20,11,1121.4,1236.61,38,4,1444,16
3/8/20,12,1069.5,1224.62,42,8,1764,64
3/8/20,13,1070.1,1198.11,45,10,2025,100
3/8/20,14,1043.8,1168.3,48,12,2304,144
3/8/20,15,1018.1,1140.39,50,12,2500,144
3/8/20,16,1047.4,1136.34,51,11,2601,121
3/8/20,17,1082.6,1167.39,52,12,2704,144
3/8/20,18,1167.7,1234.68,52,14,2704,196
3/8/20,19,1253.4,1300.74,51,16,2601,256
3/8/20,20,1280.9,1348.77,47,17,2209,289
3/8/20,21,1248.5,1300.56,41,17,1681,289
3/8/20,22,1157.1,1214.16,35,18,1225,324
3/8/20,23,987.9,1122.24,33,19,1089,361
3/8/20,24,904,1037,31,20,961,400
3/9/20,1,916.7,985.69,30,20,900,400
3/9/20,2,903,956.68,29,21,841,441
3/9/20,3,885.8,943.79,32,22,1024,484
3/9/20,4,871.3,948.39,32,22,1024,484
3/9/20,5,889.1,985.57,32,23,1024,529
3/9/20,6,1002.7,1091.51,30,22,900,484
3/9/20,7,1170,1268.67,30,21,900,441
3/9/20,8,1256.1,1360.98,28,21,784,441
3/9/20,9,1262.8,1364.49,29,23,841,529
3/9/20,10,1205.4,1348.82,36,25,1296,625
3/9/20,11,1214.3,1323.5,48,24,2304,576
3/9/20,12,1175.9,1311.95,55,24,3025,576
3/9/20,13,1165.3,1283.59,59,20,3481,400
3/9/20,14,1153.5,1254.89,64,21,4096,441
3/9/20,15,1131.7,1235.05,67,21,4489,441
3/9/20,16,1143.9,1227.72,69,22,4761,484
3/9/20,17,1151.2,1238.3,70,21,4900,441
3/9/20,18,1201.5,1282.24,70,22,4900,484
3/9/20,19,1275.2,1330.37,69,21,4761,441
3/9/20,20,1322.9,1374.06,65,21,4225,441
3/9/20,21,1285.2,1308.12,55,23,3025,529
3/9/20,22,1148,1201.48,48,26,2304,676
3/9/20,23,961.8,1086.46,45,26,2025,676
3/9/20,24,888.4,991.81,44,28,1936,784
3/10/20,1,838.1,930.19,45,28,2025,784
3/10/20,2,811.6,899.02,42,29,1764,841
3/10/20,3,790.9,887.19,42,28,1764,784
3/10/20,4,762.6,891.96,42,28,1764,784
3/10/20,5,814.2,932.89,42,28,1764,784
3/10/20,6,909.7,1033.46,42,29,1764,841
3/10/20,7,1145.9,1198.91,38,28,1444,784
3/10/20,8,1214.6,1292.81,41,32,1681,1024
3/10/20,9,1238,1310.99,39,33,1521,1089
3/10/20,10,1207.9,1307.6,41,34,1681,1156
3/10/20,11,1205.2,1305.58,44,34,1936,1156
3/10/20,12,1174.2,1300.5,47,35,2209,1225
3/10/20,13,1144.4,1277.74,51,36,2601,1296
3/10/20,14,1166.3,1275.46,60,39,3600,1521
3/10/20,15,1145.9,1282.34,58,34,3364,1156
3/10/20,16,1151.8,1294.25,61,35,3721,1225
3/10/20,17,1131.9,1303.87,62,40,3844,1600
3/10/20,18,1165.6,1342.09,61,41,3721,1681
3/10/20,19,1240.2,1385.75,60,42,3600,1764
3/10/20,20,1267.7,1393.72,57,45,3249,2025
3/10/20,21,1231.5,1326.71,58,44,3364,1936
3/10/20,22,1109,1216.38,58,44,3364,1936
3/10/20,23,945.7,1099.28,58,45,3364,2025
3/10/20,24,850,1001.33,57,46,3249,2116
3/11/20,1,840.6,936.61,56,46,3136,2116
3/11/20,2,819.6,905.08,52,44,2704,1936
3/11/20,3,791.7,893.31,50,41,2500,1681
3/11/20,4,749,900.34,46,36,2116,1296
3/11/20,5,792.3,942.85,43,32,1849,1024
3/11/20,6,896.9,1049.77,40,30,1600,900
3/11/20,7,1119.9,1226.09,38,27,1444,729
3/11/20,8,1193.6,1308.99,36,25,1296,625
3/11/20,9,1195.1,1314.07,36,23,1296,529
3/11/20,10,1165.9,1295.86,38,22,1444,484
3/11/20,11,1162.1,1286.35,40,21,1600,441
3/11/20,12,1098.7,1275.07,41,19,1681,361
3/11/20,13,1081.5,1254.35,42,18,1764,324
3/11/20,14,1122,1255.05,45,17,2025,289
3/11/20,15,1100.9,1240.06,44,17,1936,289
3/11/20,16,1135.8,1257.73,44,14,1936,196
3/11/20,17,1159.1,1278.03,45,14,2025,196
3/11/20,18,1222.6,1327.11,44,14,1936,196
3/11/20,19,1247.3,1379.07,43,14,1849,196
3/11/20,20,1314.8,1415.42,39,13,1521,169
3/11/20,21,1289,1362.73,38,13,1444,169
3/11/20,22,1188.8,1262.71,37,12,1369,144
3/11/20,23,1022.5,1143.6,37,11,1369,121
3/11/20,24,926.6,1053.27,34,12,1156,144
3/12/20,1,952.9,999.47,32,14,1024,196
3/12/20,2,917.9,973.08,28,14,784,196
3/12/20,3,892.1,964.27,27,15,729,225
3/12/20,4,907.4,975.07,24,15,576,225
3/12/20,5,942.1,1017.43,26,17,676,289
3/12/20,6,1063.2,1124.24,28,18,784,324
3/12/20,7,1230.8,1293.84,29,19,841,361
3/12/20,8,1304.8,1378.72,29,19,841,361
3/12/20,9,1308,1395.36,30,21,900,441
3/12/20,10,1266.5,1397.41,32,18,1024,324
3/12/20,11,1234.6,1394.38,35,18,1225,324
3/12/20,12,1208.8,1386.63,37,19,1369,361
3/12/20,13,1211.3,1372.25,38,22,1444,484
3/12/20,14,1213,1359.94,38,23,1444,529
3/12/20,15,1216.2,1334.89,40,24,1600,576
3/12/20,16,1230.4,1318.6,42,27,1764,729
3/12/20,17,1253.1,1325,44,28,1936,784
3/12/20,18,1306.9,1366.03,44,28,1936,784
3/12/20,19,1349.5,1409.07,42,29,1764,841
3/12/20,20,1365.5,1439.07,40,29,1600,841
3/12/20,21,1323.3,1385.42,38,29,1444,841
3/12/20,22,1177.7,1286.14,38,30,1444,900
3/12/20,23,1006.9,1164.42,38,31,1444,961
3/12/20,24,896,1063.55,38,32,1444,1024
3/13/20,1,920.1,1000.5,39,34,1521,1156
3/13/20,2,898.3,964.9,39,33,1521,1089
3/13/20,3,886.1,950.74,39,33,1521,1089
3/13/20,4,871.9,955.95,38,35,1444,1225
3/13/20,5,914.6,995.13,38,35,1444,1225
3/13/20,6,1017.5,1094.6,38,35,1444,1225
3/13/20,7,1156.5,1253.35,38,35,1444,1225
3/13/20,8,1239.3,1355.83,38,35,1444,1225
3/13/20,9,1275.2,1395.28,38,35,1444,1225
3/13/20,10,1290.5,1421.97,39,36,1521,1296
3/13/20,11,1279.3,1436.74,39,37,1521,1369
3/13/20,12,1272,1438.73,41,39,1681,1521
3/13/20,13,1226.1,1425.43,43,41,1849,1681
3/13/20,14,1216.5,1408.9,45,43,2025,1849
3/13/20,15,1204.5,1384.47,47,45,2209,2025
3/13/20,16,1160.2,1328.9,47,45,2209,2025
3/13/20,17,1163.9,1315.93,48,45,2304,2025
3/13/20,18,1209.7,1324.02,50,43,2500,1849
3/13/20,19,1280,1344.15,52,32,2704,1024
3/13/20,20,1300,1380.84,48,26,2304,676
3/13/20,21,1220.9,1335.3,47,23,2209,529
3/13/20,22,1120.6,1259.14,45,23,2025,529
3/13/20,23,1011.7,1161.73,44,20,1936,400
3/13/20,24,913.9,1068.4,41,20,1681,400
3/14/20,1,894.7,1003.8,41,19,1681,361
3/14/20,2,863.6,965.99,39,19,1521,361
3/14/20,3,861.3,947.34,39,19,1521,361
3/14/20,4,858.9,943.1,37,19,1369,361
3/14/20,5,872.5,959.94,36,19,1296,361
3/14/20,6,923.4,1004.66,36,18,1296,324
3/14/20,7,993,1076.5,30,19,900,361
3/14/20,8,1077.5,1147.41,37,19,1369,361
3/14/20,9,1135.6,1214.56,38,19,1444,361
3/14/20,10,1131.3,1249.19,40,20,1600,400
3/14/20,11,1120.4,1248.4,42,20,1764,400
3/14/20,12,1086.3,1227.02,43,20,1849,400
3/14/20,13,1073.6,1205.08,47,21,2209,441
3/14/20,14,1058.4,1175.05,49,21,2401,441
3/14/20,15,1047.9,1159.79,50,20,2500,400
3/14/20,16,1056.5,1155.65,50,20,2500,400
3/14/20,17,1082.1,1183.33,51,19,2601,361
3/14/20,18,1132.7,1238.64,49,19,2401,361
3/14/20,19,1203.1,1286.5,47,19,2209,361
3/14/20,20,1216.5,1313.79,45,18,2025,324
3/14/20,21,1164.3,1266.43,44,18,1936,324
3/14/20,22,1060.2,1192.24,43,19,1849,361
3/14/20,23,962.8,1102.54,42,16,1764,256
3/14/20,24,876.2,1022.95,40,14,1600,196
3/15/20,1,908.4,965.69,39,14,1521,196
3/15/20,2,869.3,930.76,38,14,1444,196
3/15/20,3,845.9,918.52,38,13,1444,169
3/15/20,4,835.1,908.95,37,9,1369,81
3/15/20,5,844.7,920.19,36,11,1296,121
3/15/20,6,881.1,957.28,34,7,1156,49
3/15/20,7,931.7,1016.45,33,9,1089,81
3/15/20,8,1041.7,1081.31,32,10,1024,100
3/15/20,9,1131.8,1157.06,33,10,1089,100
3/15/20,10,1152.9,1206.45,34,9,1156,81
3/15/20,11,1149.4,1225.61,35,9,1225,81
3/15/20,12,1123.1,1218.82,36,9,1296,81
3/15/20,13,1104.9,1198.83,38,10,1444,100
3/15/20,14,1102.5,1167.53,38,8,1444,64
3/15/20,15,1096.5,1146.03,41,6,1681,36
3/15/20,16,1066.4,1148.5,42,6,1764,36
3/15/20,17,1096.8,1186.42,42,6,1764,36
3/15/20,18,1160,1256.51,41,6,1681,36
3/15/20,19,1247.6,1311.7,39,6,1521,36
3/15/20,20,1277.9,1360.42,35,6,1225,36
3/15/20,21,1227,1311.96,32,5,1024,25
3/15/20,22,1143.4,1230.54,30,1,900,1
3/15/20,23,1002.1,1142.16,28,-1,784,1
3/15/20,24,933.3,1066.42,27,4,729,16
3/16/20,1,931.8,1023.93,25,4,625,16
3/16/20,2,912.1,1002.62,24,3,576,9
3/16/20,3,925.3,1001.38,21,3,441,9
3/16/20,4,921.2,1018.03,20,4,400,16
3/16/20,5,958.8,1059.49,18,7,324,49
3/16/20,6,1078,1164.77,14,4,196,16
3/16/20,7,1287.2,1318.15,15,8,225,64
3/16/20,8,1350.1,1417.81,14,7,196,49
3/16/20,9,1365.6,1440.6,17,10,289,100
3/16/20,10,1326.9,1423.45,23,8,529,64
3/16/20,11,1283.7,1417.52,26,4,676,16
3/16/20,12,1247.5,1400.74,29,2,841,4
3/16/20,13,1222.2,1374.57,32,2,1024,4
3/16/20,14,1192.5,1351.95,34,0,1156,0
3/16/20,15,1180.1,1318.12,36,-3,1296,9
3/16/20,16,1195,1306.39,38,-2,1444,4
3/16/20,17,1224,1321.34,39,0,1521,0
3/16/20,18,1305.4,1382.97,38,6,1444,36
3/16/20,19,1365.7,1440.54,36,10,1296,100
3/16/20,20,1417.5,1470.54,30,12,900,144
3/16/20,21,1353.2,1413.25,29,12,841,144
3/16/20,22,1260.2,1315.59,28,14,784,196
3/16/20,23,1075.4,1206.12,28,15,784,225
3/16/20,24,974.7,1113.67,27,16,729,256
3/17/20,1,955.3,1054.64,27,17,729,289
3/17/20,2,930.3,1026.54,26,18,676,324
3/17/20,3,914,1013.7,27,19,729,361
3/17/20,4,914.2,1015.98,27,19,729,361
3/17/20,5,959.3,1048.59,27,19,729,361
3/17/20,6,1066,1135.24,28,20,784,400
3/17/20,7,1228.4,1266.43,29,21,841,441
3/17/20,8,1330.8,1368.25,29,22,841,484
3/17/20,9,1339.5,1434.82,30,23,900,529
3/17/20,10,1352.1,1465.57,30,25,900,625
3/17/20,11,1345.7,1489.39,32,27,1024,729
3/17/20,12,1333.4,1509.02,33,30,1089,900
3/17/20,13,1296.3,1509.57,34,30,1156,900
3/17/20,14,1279.5,1502.71,35,31,1225,961
3/17/20,15,1243.8,1469.78,36,31,1296,961
3/17/20,16,1221.3,1422.01,37,34,1369,1156
3/17/20,17,1249,1417.64,39,33,1521,1089
3/17/20,18,1300.1,1428.58,41,34,1681,1156
3/17/20,19,1321.1,1442.9,41,34,1681,1156
3/17/20,20,1327,1445.46,40,34,1600,1156
3/17/20,21,1295.8,1382.55,35,33,1225,1089
3/17/20,22,1136.7,1288.29,37,34,1369,1156
3/17/20,23,1004.8,1178.35,39,31,1521,961
3/17/20,24,932.4,1094.18,39,28,1521,784
3/18/20,1,909.9,1036.68,38,27,1444,729
3/18/20,2,871.6,1005.96,39,24,1521,576
3/18/20,3,877.7,993.46,38,23,1444,529
3/18/20,4,861.4,1000.21,39,21,1521,441
3/18/20,5,892.2,1039.07,38,19,1444,361
3/18/20,6,1008.1,1126.42,35,19,1225,361
3/18/20,7,1169.6,1256.69,34,19,1156,361
3/18/20,8,1243.8,1344.86,33,17,1089,289
3/18/20,9,1285.4,1370.32,36,18,1296,324
3/18/20,10,1245.3,1354.29,39,18,1521,324
3/18/20,11,1217.1,1335.68,41,18,1681,324
3/18/20,12,1160.6,1318.88,43,18,1849,324
3/18/20,13,1137.2,1299.74,44,16,1936,256
3/18/20,14,1107.9,1276.25,47,15,2209,225
3/18/20,15,1102.8,1241.64,48,12,2304,144
3/18/20,16,1114.2,1222.96,50,11,2500,121
3/18/20,17,1137,1245.09,52,11,2704,121
3/18/20,18,1211.4,1309.2,53,11,2809,121
3/18/20,19,1278.8,1357.09,51,12,2601,144
3/18/20,20,1355.5,1387.4,49,14,2401,196
3/18/20,21,1293.7,1324.14,44,18,1936,324
3/18/20,22,1189.1,1225.37,43,24,1849,576
3/18/20,23,1004.8,1118.64,42,24,1764,576
3/18/20,24,906.1,1033,41,25,1681,625
3/19/20,1,937.6,976.95,39,25,1521,625
3/19/20,2,918.1,947.93,40,25,1600,625
3/19/20,3,903.8,933.47,40,25,1600,625
3/19/20,4,884.8,938.06,40,24,1600,576
3/19/20,5,913.3,970.82,40,24,1600,576
3/19/20,6,1026.2,1057.23,40,25,1600,625
3/19/20,7,1187.9,1189.68,37,31,1369,961
3/19/20,8,1272.4,1305.05,34,30,1156,900
3/19/20,9,1302.1,1377.66,32,31,1024,961
3/19/20,10,1335.1,1411.42,33,31,1089,961
3/19/20,11,1330.3,1427,33,32,1089,1024
3/19/20,12,1327.8,1444.34,35,32,1225,1024
3/19/20,13,1276.6,1434.74,36,34,1296,1156
3/19/20,14,1275.6,1431.38,39,36,1521,1296
3/19/20,15,1247.3,1413.71,40,37,1600,1369
3/19/20,16,1229.1,1388.74,41,38,1681,1444
3/19/20,17,1234.5,1390.59,41,38,1681,1444
3/19/20,18,1283,1430.66,41,38,1681,1444
3/19/20,19,1340.3,1438.88,40,37,1600,1369
3/19/20,20,1340.5,1426.7,40,37,1600,1369
3/19/20,21,1281.4,1350.46,39,36,1521,1296
3/19/20,22,1176.5,1252.6,38,35,1444,1225
3/19/20,23,1004.3,1145.72,38,35,1444,1225
3/19/20,24,886.3,1054.18,38,35,1444,1225
3/20/20,1,920.4,995.52,38,35,1444,1225
3/20/20,2,890.2,960.16,37,35,1369,1225
3/20/20,3,871.8,944.55,37,35,1369,1225
3/20/20,4,837.3,944.23,37,35,1369,1225
3/20/20,5,846.2,974.54,37,35,1369,1225
3/20/20,6,964.3,1056.14,36,35,1296,1225
3/20/20,7,1131.6,1173.39,37,35,1369,1225
3/20/20,8,1234.6,1267.19,37,35,1369,1225
3/20/20,9,1245.4,1339.22,37,36,1369,1296
3/20/20,10,1275.4,1374.7,38,36,1444,1296
3/20/20,11,1289.9,1389.24,39,37,1521,1369
3/20/20,12,1264.2,1393.4,42,40,1764,1600
3/20/20,13,1204.7,1382.3,44,41,1936,1681
3/20/20,14,1183.1,1360.01,46,43,2116,1849
3/20/20,15,1167.9,1320.98,49,45,2401,2025
3/20/20,16,1172,1279.97,51,47,2601,2209
3/20/20,17,1132.6,1274.1,57,51,3249,2601
3/20/20,18,1182,1291.88,65,53,4225,2809
